,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
129016,Port Charlotte,FL,2019-05-02T21:45:00,flash,5 minutes,"Occurred : 5/2/2019 21:45  (Entered as : 21:45) Reported: 5/2/2019 7:08:20 PM 19:08 Posted: 5/9/2019 Location: Port Charlotte, FL Shape: Flash Duration: 5 minutes","Partly cloudy but clear, occasionally quiet lightening above.  T storms about 2 hours ago  Erratic moving craft sparkling flashing bright red and white lights. 
 
I lost track of the first, which i had seen to my left. 
 
It appeared quickly at a higher elevation to the higher right side of my sky. 
 
I looked back to the left and lower was (maybe) the first one.  They appeared to move away in equal but opposite directions.  I just looked up...they are still in close proximity to where they began, but farther out. 
 
Yeah.  It made my heart stop a bit. 
 
I'm also a victim of missing time. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",26.99206595744681,-82.12517872340426,05,Spring
89962,Nashville,TN,2013-08-24T21:00:00,fireball,8 minutes,"Occurred : 8/24/2013 21:00  (Entered as : 8/24/13 21:00) Reported: 8/24/2013 8:18:03 PM 20:18 Posted: 8/30/2013 Location: Nashville, TN Shape: Fireball Duration: 8 minutes Characteristics: There were aircraft in the vicinity or aircraft chasing the object","Moving orange, round lights in the sky... 5 to 6 minues... 35 to 45 objects in random and changing formations.   Silent 
 
Saw 5 or 6 bright lights coming over the horizon relatively slowly.  They seemed to be in some kind of formation, but the formation changed as they proceeded.  Then, several more formations come over... all behind the previous ones.   I could see air traffic in the area as well, and the planes were quite a bit smaller.  The planes were all 737's and MD-80's, at that is what flies in/out of BNA.  The lights made no noise.     
 
They either burned out after 2 minutes or so, or became invisible as the passed over head.    It was difficult to tell the altitude, but these lights were very bright, large, and not any kind of aircraft.  I thought maybe debris from something coming through the atmosphere.. but no tails were visible. 
 
I took two videos with my phone that turned out pretty good, though it's difficult to determine the true scale because it was so dark outside.  They are too large to e-mail though.",36.14108444607484,-86.78634372707263,08,Summer
79433,Rio Rancho,NM,2012-04-23T21:50:00,light,1 minute,"Occurred : 4/23/2012 21:50  (Entered as : 4/23/2012 21:50) Reported: 4/24/2012 11:37:25 AM 11:37 Posted: 5/13/2012 Location: Rio Rancho, NM Shape: Light Duration: 1 minute Characteristics: There was an aura or haze around the object","At 9:50 PM i was heading home from a park near Riverview Drive. As I was leaving the park, turning West, I noticed a red light in the Western sky moving slow and steadily from South to North.  I proceeded to drive and turn onto Sabana Grande Avenue.  This was when I noticed the orange hugh in the middle of the red aura.  I kept driving and turned left onto Riverview Drive and kept a watchful eye on this object. 
 
At first I thought it was a helicopter or plane because, at the right angle, you can see a light that isn't flickering, and, after some time, when they turn or keep moving, you cansee the flashing light.  I waited for this object to do so before concluding it was a UFO.  It never turned  and simply kept moving into the light cloud cover, dimmed, and vanished.",35.28161403508772,-106.6941245614035,04,Spring
130155,Altoona,PA,2020-09-24T22:43:00,disk,10 minutes,"Occurred : 9/24/2020 22:43  (Entered as : 09/24/20 10:43) Reported: 10/26/2020 5:27:16 PM 17:27 Posted: 12/23/2020 Location: Altoona, PA Shape: Disk Duration: 10 minutes Characteristics: There were lights on the object","On September 24,2020 I saw one large object saucer with lights in sky size of a bus. It was at 10:43 p.m. at night flying across the sky at a slow speed. I had another person which witnessed the object in the sky. I took pictures of the object and did not notice the object showed up in a picture. 
 
",40.516534328358205,-78.39917014925373,09,Fall
89944,Lakewood,CO,2013-06-28T22:20:00,unknown,unknown,"Occurred : 6/28/2013 22:20  (Entered as : 06/28/13 22:20) Reported: 6/28/2013 9:49:31 PM 21:49 Posted: 7/3/2013 Location: Lakewood, CO Shape: Unknown Duration: unknown","3 bright white lights in the sky over Lakewood 80228 
 
I saw three bright white lights on storm clouds to the south of our house in Lakewood, CO.  They circled closely together, then spread apart, and then came back together, and one more time spread apart before disappearing.  At first, I thought they were spotlights, but there was not a point of origin visible to me from the ground, and there were not beams visible.  It also was not lightning, although there was a lot of activity in the sky tonight.",39.70973333333333,-105.12885,06,Summer
863,Scarsdale,NY,2021-10-12T19:15:00,light,3 minutes,"Occurred : 10/12/2021 19:15  (Entered as : 10/12/2021 7:15 PM) Reported: 10/26/2022 4:37:27 PM 16:37 Posted: 12/22/2022 Location: Scarsdale, NY Shape: Light Duration: 3 minutes Characteristics: There were lights on the object, There was an aura or haze around the object","Blinking or pulsating circular green light in the southern sky just below the Moon. 
 
At approximately 7:15 PM on October 12, 2021 a blinking or pulsating green light was observed just below the Moon. That evenings Moon was a Waxing Crescent, The illuminated fraction of the Moon surface was about 43%. The object was observed in the southern sky just below the Moon for about three minutes.",40.9943,-73.7974,10,Fall
123260,Naples,FL,2018-08-01T08:00:00,light,10 seconds,"Occurred : 8/1/2018 08:00  (Entered as : 08/01/18 08:00) Reported: 8/1/2018 6:43:17 AM 06:43 Posted: 8/10/2018 Location: Naples, FL Shape: Light Duration: 10 seconds","Bright Spot on Cloud Blinks Out of Existence 
 
Was driving down 9-51 / Collier Blvd. at 8:00 AM Wednesday, August 1st, 2018, on my way to work (approximate coordinates 26.177734, -81.686994), when I noticed a bright white spot on the large cumulonimbus clouds in the distance, which were a washed out hazy gray color.  The spot was diffuse and formless from my point of view, and seemed to be either inside the cloud or very near to it.  (relative size was about the size of a dime at arm's length)   
 
After about 5 seconds of the spot remaining stationary, it blinked out of view.  It did not change its size or brightness in that time, it was there and then it was gone.  My eyes were open the entire time.",26.199315176470588,-81.71960788235295,08,Summer
106827,Pine Mountain,GA,2015-10-10T22:00:00,circle,2-3 minutes,"Occurred : 10/10/2015 22:00  (Entered as : 10/10/15 22:00) Reported: 10/12/2015 6:03:50 AM 06:03 Posted: 10/16/2015 Location: Pine Mountain, GA Shape: Circle Duration: 2-3 minutes Characteristics: There was an aura or haze around the object","Strange sighting of soft orange light. 
 
During a family camping trip to Pine Mountain for my kids dally break we all were sitting around the fire roasting marshmallows and talking when my mother inlaw pointed out an object that appeared at first to be a plane on fire it was flying above the tree tops and not losing altitude but was gaining speed.  I listen to try and hear something but nothing came of it, so I watched as it disappeared over the tree tops headed straight toward Columbus, GA.  The next day I searched to see if I could find anything about a plane crash, but all I found were reports of the same thing being spotted all over the east coast from Michigan to Florida.",32.8722,-84.8985,10,Fall
84000,West Bend,WI,2013-07-20T22:30:00,oval,10 minutes,"Occurred : 7/20/2013 22:30  (Entered as : 07/20/13 22:30) Reported: 7/27/2013 1:53:00 PM 13:53 Posted: 8/30/2013 Location: West Bend, WI Shape: Oval Duration: 10 minutes Characteristics: There was an aura or haze around the object","Large orange oval glow from South to W Bend, hovering, noiseless and then disappearing rapidly. 
 
Event sounding very similar to the 8-13-12 event also over W. Bend, WI - additional information will follow in a few days as a separate post, due to witnesses not having access to a computer and needing assistance filing report. 
 
",43.42631496149615,-88.18977546754675,07,Summer
79868,Pittstown,NJ,2012-06-22T23:00:00,light,a few minutes,"Occurred : 6/22/2012 23:00  (Entered as : 06/22/12 23:00) Reported: 6/23/2012 10:14:22 AM 10:14 Posted: 7/4/2012 Location: Pittstown, NJ Shape: Light Duration: a few minutes Characteristics: There were lights on the object","triangular formation of orange, maybe red lights in the sky. 
 
I saw three orange-red lights in the sky in the form if a triangle.  I pulled over to watch them.  I am updating a previous report in order to give direction.  It was seen towards the east towards route 78.  They moved around in various directions and then proceeded to vanish one after another. 
 
",40.5951,-74.9573,06,Summer
